lot_id,wafer_id,site_id,die_x,die_y,radius_norm,theta_deg,zone,thickness_nm,sheet_resistance_ohm_sq,synthetic_pattern_note
LOT-SYN-0623,WAFER-DEMO-001,X-10_Y+01,-10,1,0.83749,174.289,edge,95.0816,57.9828,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-10_Y+02,-10,2,0.84984,168.69,edge,93.0084,58.521,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-10_Y+03,-10,3,0.87003,163.301,edge,92.7216,58.7956,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-10_Y+04,-10,4,0.89753,158.199,edge,92.5162,59.0384,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-10_Y+05,-10,5,0.93169,153.435,edge,93.5274,58.0174,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-10_Y+06,-10,6,0.97183,149.036,edge,96.3995,56.0474,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-09_Y-07,-9,-7,0.95015,-142.125,edge,97.1381,56.682,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-09_Y-06,-9,-6,0.90139,-146.31,edge,94.8115,58.5854,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-09_Y-05,-9,-5,0.85797,-150.945,edge,93.9459,58.8048,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-09_Y-04,-9,-4,0.82074,-156.038,edge,95.76,57.2787,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-09_Y-03,-9,-3,0.79057,-161.565,middle,96.3809,56.5353,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-09_Y-02,-9,-2,0.7683,-167.471,middle,97.2172,55.9475,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-09_Y-01,-9,-1,0.75462,-173.66,middle,97.9033,55.2683,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-09_Y+00,-9,0,0.75,180.0,middle,97.2887,55.955,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-09_Y+01,-9,1,0.75462,173.66,middle,96.9546,55.3437,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-09_Y+02,-9,2,0.7683,167.471,middle,97.163,55.9279,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-09_Y+03,-9,3,0.79057,161.565,middle,96.1557,56.264,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-09_Y+04,-9,4,0.82074,156.038,edge,94.97,57.2168,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-09_Y+05,-9,5,0.85797,150.945,edge,92.3291,58.7363,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-09_Y+06,-9,6,0.90139,146.31,edge,92.4209,58.9158,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-09_Y+07,-9,7,0.95015,142.125,edge,95.0942,57.2731,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-08_Y-08,-8,-8,0.94281,-135.0,edge,96.969,56.8322,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-08_Y-07,-8,-7,0.88585,-138.814,edge,94.383,59.037,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-08_Y-06,-8,-6,0.83333,-143.13,edge,96.0818,57.7628,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-08_Y-05,-8,-5,0.78617,-147.995,middle,98.0126,55.8106,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-08_Y-04,-8,-4,0.74536,-153.435,middle,97.8535,55.5536,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-08_Y-03,-8,-3,0.712,-159.444,middle,98.7032,55.2807,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-08_Y-02,-8,-2,0.68718,-165.964,middle,99.256,54.8366,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-08_Y-01,-8,-1,0.67185,-172.875,middle,97.8316,55.4239,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-08_Y+00,-8,0,0.66667,180.0,middle,98.4968,55.3659,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-08_Y+01,-8,1,0.67185,172.875,middle,97.7293,55.1028,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-08_Y+02,-8,2,0.68718,165.964,middle,97.8559,55.303,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-08_Y+03,-8,3,0.712,159.444,middle,97.7807,55.2573,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-08_Y+04,-8,4,0.74536,153.435,middle,97.7492,55.4955,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-08_Y+05,-8,5,0.78617,147.995,middle,96.418,56.3421,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-08_Y+06,-8,6,0.83333,143.13,edge,93.6933,58.0255,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-08_Y+07,-8,7,0.88585,138.814,edge,92.6536,58.9958,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-08_Y+08,-8,8,0.94281,135.0,edge,94.6569,57.7686,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-07_Y-09,-7,-9,0.95015,-127.875,edge,96.3887,56.6582,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-07_Y-08,-7,-8,0.88585,-131.186,edge,94.4821,58.6329,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-07_Y-07,-7,-7,0.82496,-135.0,edge,96.9755,57.2552,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-07_Y-06,-7,-6,0.7683,-139.399,middle,98.8446,55.8005,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-07_Y-05,-7,-5,0.71686,-144.462,middle,99.0561,55.4953,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-07_Y-04,-7,-4,0.67185,-150.255,middle,98.8485,54.9758,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-07_Y-03,-7,-3,0.63465,-156.801,middle,98.8755,54.8709,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-07_Y-02,-7,-2,0.60668,-164.055,middle,99.29,55.3059,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-07_Y-01,-7,-1,0.58926,-171.87,middle,98.4562,55.289,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-07_Y+00,-7,0,0.58333,180.0,middle,98.8144,55.2205,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-07_Y+01,-7,1,0.58926,171.87,middle,98.688,55.0803,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-07_Y+02,-7,2,0.60668,164.055,middle,98.3572,55.0211,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-07_Y+03,-7,3,0.63465,156.801,middle,98.8131,55.5869,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-07_Y+04,-7,4,0.67185,150.255,middle,97.9733,55.4721,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-07_Y+05,-7,5,0.71686,144.462,middle,98.0603,55.4579,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-07_Y+06,-7,6,0.7683,139.399,middle,97.8244,55.8825,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-07_Y+07,-7,7,0.82496,135.0,edge,94.9469,57.4823,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-07_Y+08,-7,8,0.88585,131.186,edge,92.4152,59.3033,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-07_Y+09,-7,9,0.95015,127.875,edge,94.791,57.1762,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y-10,-6,-10,0.97183,-120.964,edge,98.545,56.359,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y-09,-6,-9,0.90139,-123.69,edge,95.3005,58.3827,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y-08,-6,-8,0.83333,-126.87,edge,96.4597,57.7258,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y-07,-6,-7,0.7683,-130.601,middle,98.5993,55.7239,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y-06,-6,-6,0.70711,-135.0,middle,98.9458,55.2014,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y-05,-6,-5,0.65085,-140.194,middle,99.9723,55.3,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y-04,-6,-4,0.60093,-146.31,middle,99.7493,55.0072,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y-03,-6,-3,0.55902,-153.435,middle,99.4112,55.1025,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y-02,-6,-2,0.52705,-161.565,middle,99.0053,55.1034,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y-01,-6,-1,0.5069,-170.538,middle,98.769,55.5483,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y+00,-6,0,0.5,180.0,middle,98.2177,55.2448,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y+01,-6,1,0.5069,170.538,middle,99.2962,54.8585,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y+02,-6,2,0.52705,161.565,middle,98.2131,55.1844,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y+03,-6,3,0.55902,153.435,middle,98.6566,54.9658,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y+04,-6,4,0.60093,146.31,middle,97.9065,55.3032,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y+05,-6,5,0.65085,140.194,middle,97.8676,55.3505,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y+06,-6,6,0.70711,135.0,middle,98.6287,55.3149,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y+07,-6,7,0.7683,130.601,middle,97.112,55.9422,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y+08,-6,8,0.83333,126.87,edge,94.3049,58.136,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y+09,-6,9,0.90139,123.69,edge,93.0104,58.6798,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-06_Y+10,-6,10,0.97183,120.964,edge,96.252,56.4403,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y-10,-5,-10,0.93169,-116.565,edge,97.2842,57.3215,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y-09,-5,-9,0.85797,-119.055,edge,96.0051,58.2838,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y-08,-5,-8,0.78617,-122.005,middle,99.513,55.5627,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y-07,-5,-7,0.71686,-125.538,middle,99.5325,55.0239,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y-06,-5,-6,0.65085,-129.806,middle,99.4365,55.1638,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y-05,-5,-5,0.58926,-135.0,middle,100.5944,54.7624,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y-04,-5,-4,0.53359,-141.34,middle,99.8166,55.1747,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y-03,-5,-3,0.48591,-149.036,middle,99.6088,54.8683,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y-02,-5,-2,0.44876,-158.199,middle,100.5409,54.7264,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y-01,-5,-1,0.42492,-168.69,middle,100.0403,54.916,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y+00,-5,0,0.41667,180.0,middle,99.2458,54.6916,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y+01,-5,1,0.42492,168.69,middle,98.7782,55.3223,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y+02,-5,2,0.44876,158.199,middle,99.1952,55.0048,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y+03,-5,3,0.48591,149.036,middle,99.101,54.9839,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y+04,-5,4,0.53359,141.34,middle,98.4729,54.9996,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y+05,-5,5,0.58926,135.0,middle,98.2701,55.0686,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y+06,-5,6,0.65085,129.806,middle,98.5621,54.8836,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y+07,-5,7,0.71686,125.538,middle,97.7411,55.2381,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y+08,-5,8,0.78617,122.005,middle,96.2577,56.1101,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y+09,-5,9,0.85797,119.055,edge,93.9334,58.4532,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-05_Y+10,-5,10,0.93169,116.565,edge,93.9325,57.8102,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y-11,-4,-11,0.97539,-109.983,edge,99.4942,55.5744,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y-10,-4,-10,0.89753,-111.801,edge,95.8751,58.7153,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y-09,-4,-9,0.82074,-113.962,edge,96.8909,57.4705,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y-08,-4,-8,0.74536,-116.565,middle,100.1967,55.2248,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y-07,-4,-7,0.67185,-119.745,middle,99.5767,55.2254,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y-06,-4,-6,0.60093,-123.69,middle,99.424,54.8836,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y-05,-4,-5,0.53359,-128.66,middle,99.9077,54.9863,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y-04,-4,-4,0.4714,-135.0,middle,99.8918,54.9543,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y-03,-4,-3,0.41667,-143.13,middle,100.1331,54.7083,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y-02,-4,-2,0.37268,-153.435,middle,100.8596,54.3407,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y-01,-4,-1,0.34359,-165.964,middle,101.6263,54.0593,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y+00,-4,0,0.33333,180.0,middle,102.0189,54.0995,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y+01,-4,1,0.34359,165.964,middle,100.8663,54.3705,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y+02,-4,2,0.37268,153.435,middle,100.3566,54.6836,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y+03,-4,3,0.41667,143.13,middle,100.2227,54.9134,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y+04,-4,4,0.4714,135.0,middle,98.3243,55.1909,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y+05,-4,5,0.53359,128.66,middle,98.9122,54.5607,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y+06,-4,6,0.60093,123.69,middle,97.8623,55.5137,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y+07,-4,7,0.67185,119.745,middle,98.2093,55.5749,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y+08,-4,8,0.74536,116.565,middle,97.7214,55.7531,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y+09,-4,9,0.82074,113.962,edge,94.9238,57.3551,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y+10,-4,10,0.89753,111.801,edge,93.9192,58.7017,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-04_Y+11,-4,11,0.97539,109.983,edge,97.1208,56.3351,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y-11,-3,-11,0.95015,-105.255,edge,98.1958,56.3172,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y-10,-3,-10,0.87003,-106.699,edge,95.4418,58.3052,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y-09,-3,-9,0.79057,-108.435,middle,98.7189,55.6038,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y-08,-3,-8,0.712,-110.556,middle,100.5176,55.2101,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y-07,-3,-7,0.63465,-113.199,middle,100.8063,55.0016,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y-06,-3,-6,0.55902,-116.565,middle,100.9024,54.7666,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y-05,-3,-5,0.48591,-120.964,middle,100.4946,54.6674,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y-04,-3,-4,0.41667,-126.87,middle,100.6761,54.4198,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y-03,-3,-3,0.35355,-135.0,middle,101.7577,54.2071,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y-02,-3,-2,0.30046,-146.31,middle,102.07,54.3488,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y-01,-3,-1,0.26352,-161.565,middle,101.6836,53.9993,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y+00,-3,0,0.25,180.0,center,101.5889,53.66,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y+01,-3,1,0.26352,161.565,middle,101.3427,53.7335,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y+02,-3,2,0.30046,146.31,middle,100.7181,54.2299,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y+03,-3,3,0.35355,135.0,middle,100.0606,54.204,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y+04,-3,4,0.41667,126.87,middle,99.5845,54.7572,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y+05,-3,5,0.48591,120.964,middle,99.2055,54.9957,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y+06,-3,6,0.55902,116.565,middle,98.7478,55.2164,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y+07,-3,7,0.63465,113.199,middle,98.3782,55.4436,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y+08,-3,8,0.712,110.556,middle,98.5854,55.3973,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y+09,-3,9,0.79057,108.435,middle,97.4113,56.1239,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y+10,-3,10,0.87003,106.699,edge,93.1355,59.0365,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-03_Y+11,-3,11,0.95015,105.255,edge,96.0773,57.1224,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-02_Y-11,-2,-11,0.93169,-100.305,edge,98.0124,57.054,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-02_Y-10,-2,-10,0.84984,-101.31,edge,97.0369,58.1016,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-02_Y-09,-2,-9,0.7683,-102.529,middle,100.0255,55.1266,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-02_Y-08,-2,-8,0.68718,-104.036,middle,101.3068,54.8245,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-02_Y-07,-2,-7,0.60668,-105.945,middle,100.5585,54.779,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-02_Y-06,-2,-6,0.52705,-108.435,middle,101.6036,54.582,edge_ring+center_anomaly+gradient+local_defect
LOT-SYN-0623,WAFER-DEMO-001,X-02_Y-05,-2,-5,0.44876,-111.801,middle,100.7201,54.8463,edge_ring+center_anomaly+gradient+local_defect
